root - WARNING - This will get logged to a file
root - ERROR - time_taken_to_station() encountered 500 Server Error: Internal Server Error for url: https://developers.onemap.sg/privateapi/routingsvc/route?start=1.36711621129028,103.85713855795&end=1.35161217074555,103.864151938651&routeType=pt&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOjEwMjIyLCJ1c2VyX2lkIjoxMDIyMiwiZW1haWwiOiJsaW1zaWVubG9uZ0BnbWFpbC5jb20iLCJmb3JldmVyIjpmYWxzZSwiaXNzIjoiaHR0cDpcL1wvb20yLmRmZS5vbmVtYXAuc2dcL2FwaVwvdjJcL3VzZXJcL3Nlc3Npb24iLCJpYXQiOjE2ODQ1NDI0NDcsImV4cCI6MTY4NDk3NDQ0NywibmJmIjoxNjg0NTQyNDQ3LCJqdGkiOiJiY2FmYmUwNjQyMDQxN2MxMWNmZWE1MDRjNzk3MzhhZiJ9.KzUcAl2DPjpdJ1Io11HNAHz_O1OCJb18cPXLbP9qWIw&date=01-26-2023&time=07:35:00&mode=TRANSIT&maxWalkDistance=1000&numItineraries=1
root - ERROR - time_taken_to_station() encountered 500 Server Error: Internal Server Error for url: https://developers.onemap.sg/privateapi/routingsvc/route?start=1.33244991949024,103.908872180284&end=1.33503853739157,103.908775991205&routeType=pt&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOjEwMjIyLCJ1c2VyX2lkIjoxMDIyMiwiZW1haWwiOiJsaW1zaWVubG9uZ0BnbWFpbC5jb20iLCJmb3JldmVyIjpmYWxzZSwiaXNzIjoiaHR0cDpcL1wvb20yLmRmZS5vbmVtYXAuc2dcL2FwaVwvdjJcL3VzZXJcL3Nlc3Npb24iLCJpYXQiOjE2ODQ1NDI0NDcsImV4cCI6MTY4NDk3NDQ0NywibmJmIjoxNjg0NTQyNDQ3LCJqdGkiOiJiY2FmYmUwNjQyMDQxN2MxMWNmZWE1MDRjNzk3MzhhZiJ9.KzUcAl2DPjpdJ1Io11HNAHz_O1OCJb18cPXLbP9qWIw&date=01-26-2023&time=07:35:00&mode=TRANSIT&maxWalkDistance=1000&numItineraries=1
root - ERROR - time_taken_to_station() encountered 429 Client Error: Too Many Requests for url: https://developers.onemap.sg/privateapi/routingsvc/route?start=1.35794579979948,103.845493593377&end=1.348707263451,103.839423132332&routeType=pt&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOjEwMjIyLCJ1c2VyX2lkIjoxMDIyMiwiZW1haWwiOiJsaW1zaWVubG9uZ0BnbWFpbC5jb20iLCJmb3JldmVyIjpmYWxzZSwiaXNzIjoiaHR0cDpcL1wvb20yLmRmZS5vbmVtYXAuc2dcL2FwaVwvdjJcL3VzZXJcL3Nlc3Npb24iLCJpYXQiOjE2ODQ1NDI0NDcsImV4cCI6MTY4NDk3NDQ0NywibmJmIjoxNjg0NTQyNDQ3LCJqdGkiOiJiY2FmYmUwNjQyMDQxN2MxMWNmZWE1MDRjNzk3MzhhZiJ9.KzUcAl2DPjpdJ1Io11HNAHz_O1OCJb18cPXLbP9qWIw&date=01-26-2023&time=07:35:00&mode=TRANSIT&maxWalkDistance=1000&numItineraries=1
root - ERROR - time_taken_to_station() encountered 429 Client Error: Too Many Requests for url: https://developers.onemap.sg/privateapi/routingsvc/route?start=1.2893366539636,103.828920345451&end=1.28610253615775,103.827445112419&routeType=walk&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOjEwMjIyLCJ1c2VyX2lkIjoxMDIyMiwiZW1haWwiOiJsaW1zaWVubG9uZ0BnbWFpbC5jb20iLCJmb3JldmVyIjpmYWxzZSwiaXNzIjoiaHR0cDpcL1wvb20yLmRmZS5vbmVtYXAuc2dcL2FwaVwvdjJcL3VzZXJcL3Nlc3Npb24iLCJpYXQiOjE2ODQ1NDI0NDcsImV4cCI6MTY4NDk3NDQ0NywibmJmIjoxNjg0NTQyNDQ3LCJqdGkiOiJiY2FmYmUwNjQyMDQxN2MxMWNmZWE1MDRjNzk3MzhhZiJ9.KzUcAl2DPjpdJ1Io11HNAHz_O1OCJb18cPXLbP9qWIw
root - ERROR - time_taken_to_station() encountered 500 Server Error: Internal Server Error for url: https://developers.onemap.sg/privateapi/routingsvc/route?start=1.29685311080014,103.853347534791&end=1.29686168649656,103.850667371637&routeType=pt&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOjEwMjIyLCJ1c2VyX2lkIjoxMDIyMiwiZW1haWwiOiJsaW1zaWVubG9uZ0BnbWFpbC5jb20iLCJmb3JldmVyIjpmYWxzZSwiaXNzIjoiaHR0cDpcL1wvb20yLmRmZS5vbmVtYXAuc2dcL2FwaVwvdjJcL3VzZXJcL3Nlc3Npb24iLCJpYXQiOjE2ODQ1NDI0NDcsImV4cCI6MTY4NDk3NDQ0NywibmJmIjoxNjg0NTQyNDQ3LCJqdGkiOiJiY2FmYmUwNjQyMDQxN2MxMWNmZWE1MDRjNzk3MzhhZiJ9.KzUcAl2DPjpdJ1Io11HNAHz_O1OCJb18cPXLbP9qWIw&date=01-26-2023&time=07:35:00&mode=TRANSIT&maxWalkDistance=1000&numItineraries=1
root - ERROR - time_taken_to_station() encountered 500 Server Error: Internal Server Error for url: https://developers.onemap.sg/privateapi/routingsvc/route?start=1.27598699469414,103.841191762017&end=1.27656131737246,103.845725186759&routeType=pt&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOjEwMjIyLCJ1c2VyX2lkIjoxMDIyMiwiZW1haWwiOiJsaW1zaWVubG9uZ0BnbWFpbC5jb20iLCJmb3JldmVyIjpmYWxzZSwiaXNzIjoiaHR0cDpcL1wvb20yLmRmZS5vbmVtYXAuc2dcL2FwaVwvdjJcL3VzZXJcL3Nlc3Npb24iLCJpYXQiOjE2ODQ1NDI0NDcsImV4cCI6MTY4NDk3NDQ0NywibmJmIjoxNjg0NTQyNDQ3LCJqdGkiOiJiY2FmYmUwNjQyMDQxN2MxMWNmZWE1MDRjNzk3MzhhZiJ9.KzUcAl2DPjpdJ1Io11HNAHz_O1OCJb18cPXLbP9qWIw&date=01-26-2023&time=07:35:00&mode=TRANSIT&maxWalkDistance=1000&numItineraries=1
root - ERROR - time_taken_to_station() encountered 429 Client Error: Too Many Requests for url: https://developers.onemap.sg/privateapi/routingsvc/route?start=1.37908544061279,103.737542449427&end=1.37900211641036,103.761535114929&routeType=pt&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOjEwMjIyLCJ1c2VyX2lkIjoxMDIyMiwiZW1haWwiOiJsaW1zaWVubG9uZ0BnbWFpbC5jb20iLCJmb3JldmVyIjpmYWxzZSwiaXNzIjoiaHR0cDpcL1wvb20yLmRmZS5vbmVtYXAuc2dcL2FwaVwvdjJcL3VzZXJcL3Nlc3Npb24iLCJpYXQiOjE2ODQ1NDI0NDcsImV4cCI6MTY4NDk3NDQ0NywibmJmIjoxNjg0NTQyNDQ3LCJqdGkiOiJiY2FmYmUwNjQyMDQxN2MxMWNmZWE1MDRjNzk3MzhhZiJ9.KzUcAl2DPjpdJ1Io11HNAHz_O1OCJb18cPXLbP9qWIw&date=01-26-2023&time=07:35:00&mode=TRANSIT&maxWalkDistance=1000&numItineraries=1
root - ERROR - time_taken_to_station() encountered 429 Client Error: Too Many Requests for url: https://developers.onemap.sg/privateapi/routingsvc/route?start=1.36627946045205,103.888808928523&end=1.37129226620797,103.892380513029&routeType=walk&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOjEwMjIyLCJ1c2VyX2lkIjoxMDIyMiwiZW1haWwiOiJsaW1zaWVubG9uZ0BnbWFpbC5jb20iLCJmb3JldmVyIjpmYWxzZSwiaXNzIjoiaHR0cDpcL1wvb20yLmRmZS5vbmVtYXAuc2dcL2FwaVwvdjJcL3VzZXJcL3Nlc3Npb24iLCJpYXQiOjE2ODQ1NDI0NDcsImV4cCI6MTY4NDk3NDQ0NywibmJmIjoxNjg0NTQyNDQ3LCJqdGkiOiJiY2FmYmUwNjQyMDQxN2MxMWNmZWE1MDRjNzk3MzhhZiJ9.KzUcAl2DPjpdJ1Io11HNAHz_O1OCJb18cPXLbP9qWIw
root - ERROR - time_taken_to_station() encountered 500 Server Error: Internal Server Error for url: https://developers.onemap.sg/privateapi/routingsvc/route?start=1.35137070665535,103.717502209972&end=1.34425911493819,103.720949087456&routeType=pt&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOjEwMjIyLCJ1c2VyX2lkIjoxMDIyMiwiZW1haWwiOiJsaW1zaWVubG9uZ0BnbWFpbC5jb20iLCJmb3JldmVyIjpmYWxzZSwiaXNzIjoiaHR0cDpcL1wvb20yLmRmZS5vbmVtYXAuc2dcL2FwaVwvdjJcL3VzZXJcL3Nlc3Npb24iLCJpYXQiOjE2ODQ1NDI0NDcsImV4cCI6MTY4NDk3NDQ0NywibmJmIjoxNjg0NTQyNDQ3LCJqdGkiOiJiY2FmYmUwNjQyMDQxN2MxMWNmZWE1MDRjNzk3MzhhZiJ9.KzUcAl2DPjpdJ1Io11HNAHz_O1OCJb18cPXLbP9qWIw&date=01-26-2023&time=07:35:00&mode=TRANSIT&maxWalkDistance=1000&numItineraries=1
root - ERROR - time_taken_to_station() encountered 429 Client Error: Too Many Requests for url: https://developers.onemap.sg/privateapi/routingsvc/route?start=1.35226505301544,103.703603969219&end=1.33758701106708,103.697321608474&routeType=pt&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOjEwMjIyLCJ1c2VyX2lkIjoxMDIyMiwiZW1haWwiOiJsaW1zaWVubG9uZ0BnbWFpbC5jb20iLCJmb3JldmVyIjpmYWxzZSwiaXNzIjoiaHR0cDpcL1wvb20yLmRmZS5vbmVtYXAuc2dcL2FwaVwvdjJcL3VzZXJcL3Nlc3Npb24iLCJpYXQiOjE2ODQ1NDI0NDcsImV4cCI6MTY4NDk3NDQ0NywibmJmIjoxNjg0NTQyNDQ3LCJqdGkiOiJiY2FmYmUwNjQyMDQxN2MxMWNmZWE1MDRjNzk3MzhhZiJ9.KzUcAl2DPjpdJ1Io11HNAHz_O1OCJb18cPXLbP9qWIw&date=01-26-2023&time=07:35:00&mode=TRANSIT&maxWalkDistance=1000&numItineraries=1
root - ERROR - time_taken_to_station() encountered 500 Server Error: Internal Server Error for url: https://developers.onemap.sg/privateapi/routingsvc/route?start=1.31104346812009,103.851660614786&end=1.31314029963164,103.854754721344&routeType=pt&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOjEwMjIyLCJ1c2VyX2lkIjoxMDIyMiwiZW1haWwiOiJsaW1zaWVubG9uZ0BnbWFpbC5jb20iLCJmb3JldmVyIjpmYWxzZSwiaXNzIjoiaHR0cDpcL1wvb20yLmRmZS5vbmVtYXAuc2dcL2FwaVwvdjJcL3VzZXJcL3Nlc3Npb24iLCJpYXQiOjE2ODQ1NDI0NDcsImV4cCI6MTY4NDk3NDQ0NywibmJmIjoxNjg0NTQyNDQ3LCJqdGkiOiJiY2FmYmUwNjQyMDQxN2MxMWNmZWE1MDRjNzk3MzhhZiJ9.KzUcAl2DPjpdJ1Io11HNAHz_O1OCJb18cPXLbP9qWIw&date=01-26-2023&time=07:35:00&mode=TRANSIT&maxWalkDistance=1000&numItineraries=1
